,player,x,y,loc,interaction,Jogo,temporada
6,Marc-André ter Stegen,11.854545454545454,36.11515151515152,[11.85454545 36.11515152],52,Barcelona x Getafe,2017/2018
7,Philippe Coutinho Correia,69.940625,55.925,[69.940625 55.925   ],72,Barcelona x Getafe,2017/2018
8,Sergi Roberto Carnicer,64.44935064935065,6.8441558441558445,[64.44935065  6.84415584],158,Barcelona x Getafe,2017/2018
9,Sergio Busquets i Burgos,57.61125,37.04625,[57.61125 37.04625],157,Barcelona x Getafe,2017/2018
10,Yerry Fernando Mina González,49.20375,19.02625,[49.20375 19.02625],154,Barcelona x Getafe,2017/2018
0,Denis Suárez Fernández,76.98039215686275,57.33725490196078,[76.98039216 57.3372549 ],110,Villarreal x Barcelona,2017/2018
1,Gerard Piqué Bernabéu,41.41935483870968,20.782258064516128,[41.41935484 20.78225806],116,Villarreal x Barcelona,2017/2018
2,Ivan Rakitić,64.92307692307692,21.01410256410256,[64.92307692 21.01410256],153,Villarreal x Barcelona,2017/2018
3,Jordi Alba Ramos,66.36534653465347,62.62079207920792,[66.36534653 62.62079208],193,Villarreal x Barcelona,2017/2018
4,José Paulo Bezzera Maciel Júnior,70.37758620689655,38.24655172413794,[70.37758621 38.24655172],122,Villarreal x Barcelona,2017/2018
5,Lionel Andrés Messi Cuccittini,78.93333333333334,32.168,[78.93333333 32.168     ],171,Villarreal x Barcelona,2017/2018
6,Luis Alberto Suárez Díaz,82.08333333333333,40.141666666666666,[82.08333333 40.14166667],65,Villarreal x Barcelona,2017/2018
7,Marc-André ter Stegen,9.560714285714285,35.05,[ 9.56071429 35.05      ],46,Villarreal x Barcelona,2017/2018
8,Sergi Roberto Carnicer,67.40273972602739,5.913698630136986,[67.40273973  5.91369863],144,Villarreal x Barcelona,2017/2018
9,Sergio Busquets i Burgos,64.0516129032258,36.79354838709678,[64.0516129  36.79354839],179,Villarreal x Barcelona,2017/2018
10,Thomas Vermaelen,40.16379310344828,53.52758620689655,[40.1637931  53.52758621],103,Villarreal x Barcelona,2017/2018
0,Andrés Iniesta Luján,66.35348837209303,47.86744186046512,[66.35348837 47.86744186],91,Barcelona x Sevilla,2017/2018
1,Francisco Alcácer García,77.0,26.164285714285715,[77.         26.16428571],32,Barcelona x Sevilla,2017/2018
2,Gerard Piqué Bernabéu,46.08965517241379,19.656896551724138,[46.08965517 19.65689655],104,Barcelona x Sevilla,2017/2018
3,Ivan Rakitić,73.03272727272727,25.534545454545455,[73.03272727 25.53454545],111,Barcelona x Sevilla,2017/2018
4,Jordi Alba Ramos,65.71249999999999,61.33541666666667,[65.7125     61.33541667],85,Barcelona x Sevilla,2017/2018
5,Lionel Andrés Messi Cuccittini,76.00444444444445,27.84888888888889,[76.00444444 27.84888889],107,Barcelona x Sevilla,2017/2018
6,Luis Alberto Suárez Díaz,81.264,41.196000000000005,[81.264 41.196],77,Barcelona x Sevilla,2017/2018
7,Marc-André ter Stegen,12.092857142857143,33.885714285714286,[12.09285714 33.88571429],49,Barcelona x Sevilla,2017/2018
8,Nélson Cabral Semedo,72.76341463414633,6.921951219512195,[72.76341463  6.92195122],77,Barcelona x Sevilla,2017/2018
9,Samuel Yves Umtiti,43.683928571428574,47.721428571428575,[43.68392857 47.72142857],105,Barcelona x Sevilla,2017/2018
10,Sergio Busquets i Burgos,60.30410958904109,32.68630136986301,[60.30410959 32.68630137],134,Barcelona x Sevilla,2017/2018
0,Andrés Iniesta Luján,73.96486486486486,54.11081081081081,[73.96486486 54.11081081],157,Barcelona x Málaga,2017/2018
1,Gerard Deulofeu Lázaro,73.95952380952382,7.057142857142857,[73.95952381  7.05714286],92,Barcelona x Málaga,2017/2018
2,Ivan Rakitić,63.39420289855072,23.395652173913042,[63.3942029  23.39565217],139,Barcelona x Málaga,2017/2018
3,Javier Alejandro Mascherano,44.34929577464789,19.266197183098594,[44.34929577 19.26619718],136,Barcelona x Málaga,2017/2018
4,Lionel Andrés Messi Cuccittini,75.76,28.310000000000002,[75.76 28.31],111,Barcelona x Málaga,2017/2018
5,Lucas Digne,69.48421052631579,67.10131578947369,[69.48421053 67.10131579],148,Barcelona x Málaga,2017/2018
6,Luis Alberto Suárez Díaz,81.57142857142857,49.978571428571435,[81.57142857 49.97857143],71,Barcelona x Málaga,2017/2018
7,Marc-André ter Stegen,10.631578947368421,35.776315789473685,[10.63157895 35.77631579],58,Barcelona x Málaga,2017/2018
8,Samuel Yves Umtiti,49.33762376237624,54.31782178217822,[49.33762376 54.31782178],193,Barcelona x Málaga,2017/2018
9,Sergi Roberto Carnicer,65.50759493670887,5.325316455696202,[65.50759494  5.32531646],147,Barcelona x Málaga,2017/2018
10,Sergio Busquets i Burgos,50.726000000000006,37.82,[50.726 37.82 ],84,Barcelona x Málaga,2017/2018
0,Aleix Vidal Parreu,74.328,18.5,[74.328 18.5  ],58,Girona x Barcelona,2017/2018
1,Andrés Iniesta Luján,61.38780487804878,53.91219512195122,[61.38780488 53.91219512],81,Girona x Barcelona,2017/2018
2,Ivan Rakitić,52.8523076923077,37.621538461538464,[52.85230769 37.62153846],120,Girona x Barcelona,2017/2018
3,Javier Alejandro Mascherano,45.14324324324324,18.643243243243244,[45.14324324 18.64324324],150,Girona x Barcelona,2017/2018
4,Jordi Alba Ramos,56.49473684210527,68.66578947368421,[56.49473684 68.66578947],65,Girona x Barcelona,2017/2018
5,José Paulo Bezzera Maciel Júnior,63.61785714285714,28.067857142857143,[63.61785714 28.06785714],58,Girona x Barcelona,2017/2018
6,Lionel Andrés Messi Cuccittini,67.76969696969697,24.27878787878788,[67.76969697 24.27878788],77,Girona x Barcelona,2017/2018
7,Luis Alberto Suárez Díaz,76.98,43.12,[76.98 43.12],47,Girona x Barcelona,2017/2018
8,Marc-André ter Stegen,12.516216216216216,34.07837837837838,[12.51621622 34.07837838],63,Girona x Barcelona,2017/2018
9,Samuel Yves Umtiti,47.11551724137931,51.44137931034483,[47.11551724 51.44137931],116,Girona x Barcelona,2017/2018
10,Sergi Roberto Carnicer,59.80625,6.247916666666666,[59.80625     6.24791667],89,Girona x Barcelona,2017/2018
0,Andrés Iniesta Luján,74.47575757575757,52.89393939393939,[74.47575758 52.89393939],74,Barcelona x Atlético Madrid,2017/2018
1,Gerard Piqué Bernabéu,38.443396226415096,19.409433962264153,[38.44339623 19.40943396],92,Barcelona x Atlético Madrid,2017/2018
2,Ivan Rakitić,55.81558441558442,25.47142857142857,[55.81558442 25.47142857],151,Barcelona x Atlético Madrid,2017/2018
3,Jordi Alba Ramos,57.535714285714285,62.19285714285714,[57.53571429 62.19285714],132,Barcelona x Atlético Madrid,2017/2018
4,Lionel Andrés Messi Cuccittini,73.45098039215686,22.4078431372549,[73.45098039 22.40784314],117,Barcelona x Atlético Madrid,2017/2018
5,Luis Alberto Suárez Díaz,81.71818181818182,37.372727272727275,[81.71818182 37.37272727],68,Barcelona x Atlético Madrid,2017/2018
6,Marc-André ter Stegen,11.412903225806453,34.08387096774193,[11.41290323 34.08387097],55,Barcelona x Atlético Madrid,2017/2018
7,Philippe Coutinho Correia,74.1923076923077,37.55384615384615,[74.19230769 37.55384615],84,Barcelona x Atlético Madrid,2017/2018
8,Samuel Yves Umtiti,42.00238095238095,50.285714285714285,[42.00238095 50.28571429],78,Barcelona x Atlético Madrid,2017/2018
9,Sergi Roberto Carnicer,65.84264705882353,11.186764705882354,[65.84264706 11.18676471],124,Barcelona x Atlético Madrid,2017/2018
10,Sergio Busquets i Burgos,53.77894736842106,33.050877192982455,[53.77894737 33.05087719],111,Barcelona x Atlético Madrid,2017/2018
0,Gerard Piqué Bernabéu,37.35666666666667,24.496666666666666,[37.35666667 24.49666667],51,Barcelona x Girona,2017/2018
1,Ivan Rakitić,61.38701298701299,23.28181818181818,[61.38701299 23.28181818],153,Barcelona x Girona,2017/2018
2,Jordi Alba Ramos,55.76037735849057,62.62830188679246,[55.76037736 62.62830189],94,Barcelona x Girona,2017/2018
3,Lionel Andrés Messi Cuccittini,76.42692307692307,31.48846153846154,[76.42692308 31.48846154],121,Barcelona x Girona,2017/2018
4,Luis Alberto Suárez Díaz,80.82820512820513,41.39230769230769,[80.82820513 41.39230769],96,Barcelona x Girona,2017/2018
5,Marc-André ter Stegen,11.814285714285715,34.69428571428571,[11.81428571 34.69428571],57,Barcelona x Girona,2017/2018
6,Nélson Cabral Semedo,63.9280701754386,5.208771929824562,[63.92807018  5.20877193],106,Barcelona x Girona,2017/2018
7,Ousmane Dembélé,79.97179487179487,11.869230769230768,[79.97179487 11.86923077],92,Barcelona x Girona,2017/2018
8,Philippe Coutinho Correia,80.06808510638298,49.5404255319149,[80.06808511 49.54042553],100,Barcelona x Girona,2017/2018
9,Samuel Yves Umtiti,38.05609756097561,38.77317073170732,[38.05609756 38.77317073],69,Barcelona x Girona,2017/2018
10,Sergio Busquets i Burgos,58.05217391304348,39.09130434782609,[58.05217391 39.09130435],93,Barcelona x Girona,2017/2018
0,André Filipe Tavares Gomes,83.25833333333334,29.2,[83.25833333 29.2       ],112,Atlético Madrid x Barcelona,2017/2018
1,Andrés Iniesta Luján,77.91969696969697,58.195454545454545,[77.91969697 58.19545455],136,Atlético Madrid x Barcelona,2017/2018
2,Gerard Piqué Bernabéu,48.501639344262294,20.82622950819672,[48.50163934 20.82622951],109,Atlético Madrid x Barcelona,2017/2018
3,Ivan Rakitić,71.78823529411765,17.658823529411762,[71.78823529 17.65882353],137,Atlético Madrid x Barcelona,2017/2018
4,Jordi Alba Ramos,76.63163265306122,65.49489795918367,[76.63163265 65.49489796],186,Atlético Madrid x Barcelona,2017/2018
5,Lionel Andrés Messi Cuccittini,81.25121951219512,32.50243902439024,[81.25121951 32.50243902],101,Atlético Madrid x Barcelona,2017/2018
6,Luis Alberto Suárez Díaz,87.03783783783784,47.75405405405406,[87.03783784 47.75405405],93,Atlético Madrid x Barcelona,2017/2018
7,Marc-André ter Stegen,12.853846153846153,37.27307692307692,[12.85384615 37.27307692],39,Atlético Madrid x Barcelona,2017/2018
8,Nélson Cabral Semedo,72.58367346938775,5.820408163265306,[72.58367347  5.82040816],94,Atlético Madrid x Barcelona,2017/2018
9,Samuel Yves Umtiti,51.37042253521127,54.647887323943664,[51.37042254 54.64788732],132,Atlético Madrid x Barcelona,2017/2018
10,Sergio Busquets i Burgos,61.05915492957746,39.38732394366197,[61.05915493 39.38732394],133,Atlético Madrid x Barcelona,2017/2018
0,Andrés Iniesta Luján,77.90675675675676,49.432432432432435,[77.90675676 49.43243243],151,Barcelona x Deportivo Alavés,2017/2018
1,Gerard Piqué Bernabéu,51.05806451612903,19.97258064516129,[51.05806452 19.97258065],116,Barcelona x Deportivo Alavés,2017/2018
2,Ivan Rakitić,60.238461538461536,43.494505494505496,[60.23846154 43.49450549],170,Barcelona x Deportivo Alavés,2017/2018
3,José Paulo Bezzera Maciel Júnior,66.32708333333333,23.983333333333334,[66.32708333 23.98333333],110,Barcelona x Deportivo Alavés,2017/2018
4,Lionel Andrés Messi Cuccittini,82.42200000000001,27.055999999999997,[82.422 27.056],122,Barcelona x Deportivo Alavés,2017/2018
5,Lucas Digne,69.98367346938775,66.2469387755102,[69.98367347 66.24693878],94,Barcelona x Deportivo Alavés,2017/2018
6,Luis Alberto Suárez Díaz,86.24,43.11666666666667,[86.24       43.11666667],77,Barcelona x Deportivo Alavés,2017/2018
7,Marc-André ter Stegen,15.799999999999999,35.18260869565218,[15.8       35.1826087],35,Barcelona x Deportivo Alavés,2017/2018
8,Nélson Cabral Semedo,70.02931034482758,5.024137931034482,[70.02931034  5.02413793],103,Barcelona x Deportivo Alavés,2017/2018
9,Philippe Coutinho Correia,79.68333333333332,22.20740740740741,[79.68333333 22.20740741],116,Barcelona x Deportivo Alavés,2017/2018
10,Samuel Yves Umtiti,51.2890625,54.879687499999996,[51.2890625 54.8796875],112,Barcelona x Deportivo Alavés,2017/2018
0,Andrés Iniesta Luján,71.28666666666666,53.26444444444444,[71.28666667 53.26444444],97,Getafe x Barcelona,2017/2018
1,Gerard Piqué Bernabéu,51.02777777777778,26.21388888888889,[51.02777778 26.21388889],131,Getafe x Barcelona,2017/2018
2,Ivan Rakitić,66.52898550724638,23.730434782608697,[66.52898551 23.73043478],138,Getafe x Barcelona,2017/2018
3,Jordi Alba Ramos,62.864285714285714,66.95857142857143,[62.86428571 66.95857143],133,Getafe x Barcelona,2017/2018
4,Lionel Andrés Messi Cuccittini,77.09024390243901,22.06341463414634,[77.0902439  22.06341463],91,Getafe x Barcelona,2017/2018
5,Luis Alberto Suárez Díaz,89.38000000000001,41.559999999999995,[89.38 41.56],54,Getafe x Barcelona,2017/2018
6,Marc-André ter Stegen,10.040740740740741,39.3962962962963,[10.04074074 39.3962963 ],33,Getafe x Barcelona,2017/2018
7,Ousmane Dembélé,81.57000000000001,44.440000000000005,[81.57 44.44],31,Getafe x Barcelona,2017/2018
8,Samuel Yves Umtiti,50.17654320987655,54.91975308641975,[50.17654321 54.91975309],156,Getafe x Barcelona,2017/2018
9,Sergi Roberto Carnicer,68.57118644067796,4.8169491525423735,[68.57118644  4.81694915],117,Getafe x Barcelona,2017/2018
10,Sergio Busquets i Burgos,62.425000000000004,40.70131578947369,[62.425      40.70131579],149,Getafe x Barcelona,2017/2018
0,Andrés Iniesta Luján,74.48421052631579,49.51578947368421,[74.48421053 49.51578947],158,Barcelona x Real Sociedad,2017/2018
1,Gerard Piqué Bernabéu,48.980952380952374,23.35,[48.98095238 23.35      ],85,Barcelona x Real Sociedad,2017/2018
2,Ivan Rakitić,65.13111111111111,24.44888888888889,[65.13111111 24.44888889],93,Barcelona x Real Sociedad,2017/2018
3,Jordi Alba Ramos,62.58924731182796,63.06881720430107,[62.58924731 63.0688172 ],167,Barcelona x Real Sociedad,2017/2018
4,Luis Alberto Suárez Díaz,75.88571428571429,49.68,[75.88571429 49.68      ],92,Barcelona x Real Sociedad,2017/2018
5,Marc-André ter Stegen,10.218518518518518,36.925925925925924,[10.21851852 36.92592593],38,Barcelona x Real Sociedad,2017/2018
6,Nélson Cabral Semedo,64.87021276595745,8.093617021276595,[64.87021277  8.09361702],88,Barcelona x Real Sociedad,2017/2018
7,Ousmane Dembélé,90.02258064516128,11.03225806451613,[90.02258065 11.03225806],69,Barcelona x Real Sociedad,2017/2018
8,Philippe Coutinho Correia,75.80454545454546,58.70227272727273,[75.80454545 58.70227273],98,Barcelona x Real Sociedad,2017/2018
9,Sergio Busquets i Burgos,54.6313725490196,35.44705882352941,[54.63137255 35.44705882],98,Barcelona x Real Sociedad,2017/2018
10,Yerry Fernando Mina González,42.164912280701756,55.401754385964914,[42.16491228 55.40175439],110,Barcelona x Real Sociedad,2017/2018
0,Andrés Iniesta Luján,59.99393939393939,54.57878787878788,[59.99393939 54.57878788],69,Leganés x Barcelona,2017/2018
1,Francisco Alcácer García,85.82777777777778,23.255555555555556,[85.82777778 23.25555556],50,Leganés x Barcelona,2017/2018
2,Gerard Piqué Bernabéu,41.71527777777778,15.547222222222224,[41.71527778 15.54722222],132,Leganés x Barcelona,2017/2018
3,Ivan Rakitić,58.776923076923076,23.815384615384616,[58.77692308 23.81538462],131,Leganés x Barcelona,2017/2018
4,Jordi Alba Ramos,56.51451612903226,61.248387096774195,[56.51451613 61.2483871 ],113,Leganés x Barcelona,2017/2018
5,Lionel Andrés Messi Cuccittini,76.53333333333333,33.21818181818182,[76.53333333 33.21818182],81,Leganés x Barcelona,2017/2018
6,Luis Alberto Suárez Díaz,74.236,38.972,[74.236 38.972],74,Leganés x Barcelona,2017/2018
7,Marc-André ter Stegen,10.244444444444445,36.18888888888889,[10.24444444 36.18888889],42,Leganés x Barcelona,2017/2018
8,Nélson Cabral Semedo,62.85227272727273,3.6159090909090916,[62.85227273  3.61590909],83,Leganés x Barcelona,2017/2018
9,Samuel Yves Umtiti,39.358064516129026,57.269354838709674,[39.35806452 57.26935484],111,Leganés x Barcelona,2017/2018
10,Sergio Busquets i Burgos,50.78275862068966,36.86436781609195,[50.78275862 36.86436782],170,Leganés x Barcelona,2017/2018
0,Aleix Vidal Parreu,89.18055555555556,10.725000000000001,[89.18055556 10.725     ],79,Deportivo Alavés x Barcelona,2017/2018
1,Andrés Iniesta Luján,76.05483870967741,54.59032258064516,[76.05483871 54.59032258],135,Deportivo Alavés x Barcelona,2017/2018
2,Gerard Deulofeu Lázaro,92.61621621621622,45.25405405405406,[92.61621622 45.25405405],83,Deportivo Alavés x Barcelona,2017/2018
3,Gerard Piqué Bernabéu,51.49240506329114,20.9873417721519,[51.49240506 20.98734177],148,Deportivo Alavés x Barcelona,2017/2018
4,Ivan Rakitić,71.94500000000001,16.10625,[71.945   16.10625],158,Deportivo Alavés x Barcelona,2017/2018
5,Jordi Alba Ramos,80.45915492957747,65.05070422535212,[80.45915493 65.05070423],139,Deportivo Alavés x Barcelona,2017/2018
6,Lionel Andrés Messi Cuccittini,80.08181818181818,24.20181818181818,[80.08181818 24.20181818],132,Deportivo Alavés x Barcelona,2017/2018
7,Marc-André ter Stegen,8.851851851851851,36.24074074074074,[ 8.85185185 36.24074074],44,Deportivo Alavés x Barcelona,2017/2018
8,Samuel Yves Umtiti,52.34805194805195,52.62077922077923,[52.34805195 52.62077922],145,Deportivo Alavés x Barcelona,2017/2018
9,Sergi Roberto Carnicer,71.99367088607595,2.911392405063291,[71.99367089  2.91139241],149,Deportivo Alavés x Barcelona,2017/2018
10,Sergio Busquets i Burgos,57.96933333333333,34.477333333333334,[57.96933333 34.47733333],144,Deportivo Alavés x Barcelona,2017/2018
